1,29.97402380228675
2,29.9424026906614
3,30.418012139479444
4,32.54989267598126
5,33.72141438443823
6,29.082527227029534
7,29.279696908673355
8,29.503042010256983
9,29.490150595908958
10,30.979614901120183
11,29.686898447743197
12,28.09482934114157
13,28.224324720932145
14,27.408522427575054
15,27.233685489772775
16,26.932944437514216
17,26.282301553748255
18,25.829841759243482
19,29.318510287214202
20,30.572385934171635
21,29.738570775993725
22,30.321365039142876
23,27.21747460531517
24,29.88394435808621
25,28.466357879317876
26,25.99704359591444
27,26.538602678881645
28,28.102306651655063
29,29.023211563824162
30,29.46928217388926
31,28.026217135564263
32,26.686050822557238
33,25.48846273138617
34,25.339161525756456
35,23.440483818082736
36,23.440483818082715
37,23.947953353026637
38,23.440483818082765
39,23.440483818082786
40,23.44048381808261
41,23.4404838180827
42,23.440483818082697
43,23.44048381808271
44,23.440483818082523
45,23.44048381808261
46,23.440483818082665
47,23.44048381808264
48,23.44048381808263
49,23.440483818082694
50,23.440483818082615
51,23.440483818082484
52,23.440483818082637
53,23.440483818082846
54,23.44048381808262
55,23.440483818082697
56,23.440483818082594
57,23.44048381808269
58,23.440483818082825
59,23.440483818082708
60,23.440483818082548
61,23.440483818082594
62,23.440483818082672
63,23.440483818082566
64,23.440483818082765
65,23.440483818082456
66,23.440483818082615
67,23.440483818082672
68,23.440483818082686
69,23.44048381808258
70,23.440483818082686
71,23.440483818082665
72,23.440483818082626
73,23.440483818082686
74,23.440483818082548
75,23.4404838180826
76,23.440483818082658
77,23.44048381808278
78,23.4404838180826
79,23.4404838180826
80,23.440483818082697
81,23.440483818082658
82,23.440483818082626
83,23.440483818082726
84,23.44048381808257
85,23.44048381808259
86,23.44048381808249
87,23.440483818082733
88,23.44048381808288
89,23.44048381808259
90,23.4404838180825
91,23.4404838180826
92,23.440483818082757
93,23.440483818082676
94,23.44048381808265
95,23.440483818082463
96,23.440483818082743
97,23.440483818082576
98,23.440483818082487
99,23.440483818082676
100,23.440483818082388
